Degree, Betweenness
290, 0.1826706488777435
140, 0.06917035822718996
112, 0.057169359017472055
5, 0.0005470323138731327
159, 0.08974550012566564
141, 0.0913875033991014
133, 0.06526038165393071
102, 0.042762823035164925
69, 0.028252375033355925
105, 0.04453093083561529
36, 0.009937515629669106
109, 0.04737584201312358
30, 0.01052786658830839
100, 0.034561331469955076
54, 0.018786114241648263
5, 0.0006588266444810654
43, 0.014762485846187022
31, 0.007975671102563898
33, 0.007907817696749263
51, 0.015751748608795822
85, 0.028184285306708044
57, 0.018790633537047848
51, 0.013067052227900293
52, 0.017098974850697515
9, 0.0011834595249341103
21, 0.003970879179665875
25, 0.0054850811981221465
39, 0.009214410586121078
21, 0.004497785567713323
53, 0.014794199395411592
38, 0.009638194444051708
40, 0.011011172041854658
36, 0.009147935600098812
57, 0.0186931634883671
36, 0.007475064543102153
18, 0.0028678750925077733
35, 0.008590387967203197
71, 0.019340254625557468
17, 0.003619346683405737
23, 0.005054475708633954
29, 0.0064000925386001875
14, 0.0022257773624094635
35, 0.008403411124611472
15, 0.002314960998367381
14, 0.0021399850390691508
24, 0.004553579407443106
40, 0.009318415423125878
13, 0.0025487916312993656
9, 0.001471324284437875
17, 0.002096321836167211
33, 0.008154954440115299
37, 0.008516686860568468
20, 0.003880380168065148
37, 0.00916623432801331
40, 0.00942130208954148
46, 0.009814987008709041
24, 0.0028729467288859407
20, 0.004370779237889928
35, 0.006746346769750408
40, 0.011038666830788794
36, 0.009692949127250184
22, 0.003467230150424233
35, 0.007373153271157838
23, 0.002975268600593918
12, 0.0020467577161400433
35, 0.007720093827855625
48, 0.013083209462370618
26, 0.0057239879505374775
43, 0.010378116627740713
19, 0.0029693909599633377
16, 0.002476488433545712
26, 0.00468172101560624
23, 0.005119658507356112
30, 0.006814831320232647
12, 0.0018213607512567646
15, 0.0031481110208272296
27, 0.004433966149993531
41, 0.010941107739998412
21, 0.003143284422929298
19, 0.0031452367451718127
4, 0.00043082917352983593
16, 0.0023542870495561335
26, 0.005098355277908827
29, 0.00621271353789968
21, 0.002699287040792595
12, 0.0018005839062874044
6, 0.0008346505186697054
43, 0.010650152666122622
31, 0.0077420450397243145
14, 0.0027752712169172625
8, 0.0006810865939061653
31, 0.00640680000732669
29, 0.00733935602193117
7, 0.0003339167719958637
24, 0.003881245241824592
33, 0.007706040608629841
23, 0.0033282516533178074
8, 0.001097091690481093
21, 0.003741046596279292
31, 0.0049304617948534735
10, 0.0016470170446751036
24, 0.004098116121186982
26, 0.005710403834468959
17, 0.0036102913828635
18, 0.0029448467921929663
13, 0.0009663354790695796
7, 0.000606259112433417
16, 0.0020027722343632336
13, 0.0019962637081178355
12, 0.0016671927513048055
22, 0.0021744964101395254
22, 0.003725262495737754
14, 0.0016559334554440796
31, 0.007583624787372649
14, 0.0013436686001951545
10, 0.0013437970778829018
11, 0.0014929341435202309
11, 0.0008148323203725048
60, 0.01591787107153206
18, 0.003583236211952861
17, 0.003175112262109381
21, 0.00341876838247013
39, 0.006836725043545977
45, 0.010119546197301854
14, 0.001543620594516561
20, 0.0030325857718876987
21, 0.003096037590040286
20, 0.0033360462483405795
25, 0.0040149084730572195
27, 0.0057028446341573745
6, 0.0004916837255568105
12, 0.0014883039086075686
45, 0.008331995512638782
14, 0.0017058987354214854
22, 0.003878723423457751
70, 0.018765140545397224
21, 0.0025997264215263027
8, 0.0012113150932547346
10, 0.0009745260118490414
20, 0.004468879702320577
33, 0.006395411407814631
8, 0.0008868204305170828
19, 0.002373344422025151
13, 0.002170373799403338
17, 0.0020760698089467224
21, 0.003660659398949313
33, 0.0050315084721421245
9, 0.0013798875297734725
24, 0.004165201129367094
7, 0.0004940423685970296
6, 0.0008011524036694672
16, 0.0016586095230740872
7, 0.0012566532139002648
18, 0.0039480481281716885
21, 0.003430628264513393
8, 0.0008730523828913095
13, 0.0016790905767934637
28, 0.005240794767152138
12, 0.0012351167283576419
18, 0.0031039882291626253
13, 0.0012526157159325848
4, 0.0001376224412381289
18, 0.002253669322925448
33, 0.007336318570660493
13, 0.0016671815689270732
17, 0.0034158928765156012
21, 0.005271880427748871
27, 0.005403967312702918
18, 0.0019530472043279299
12, 0.002289733475428166
60, 0.015075377619979369
5, 0.00022103291371486998
21, 0.0040795014038491695
7, 0.00034842487678758894
17, 0.002682961527893176
8, 0.0007821034057641798
15, 0.0017113170872426905
8, 0.0010851696377442745
19, 0.003115397610444704
12, 0.0013259088994682967
26, 0.005040809500909223
27, 0.0041146882883010705
10, 0.0012059781304013474
9, 0.0004607528146554909
3, 0.00010841519137434444
6, 0.00045469353471003655
12, 0.0010730424289172404
6, 0.0007551474098128972
25, 0.0050038328964847134
24, 0.00323320054924862
10, 0.0016769438863232877
14, 0.002074989020648127
7, 0.0005906670657414828
24, 0.00410028158410998
5, 0.00048647363069520745
10, 0.0014608066788335654
17, 0.0029320714923100947
25, 0.0046276246114453625
31, 0.006381993010278181
17, 0.0017635573389638125
7, 0.0005877533099270058
17, 0.0024960768036350446
9, 0.0006621709648169301
5, 0.0004416105002781061
16, 0.0022104054075048523
11, 0.0009964513299488419
7, 0.0009688437488127442
3, 4.857215528966403e-05
5, 0.00025984082714634475
12, 0.00203569267062214
26, 0.0059624257720880605
8, 0.0006255898357796437
12, 0.0014216249135821665
13, 0.002068114077044419
17, 0.0012318358903453644
27, 0.004122982645949016
12, 0.0011438288740817813
15, 0.002061501193900632
35, 0.008882501080364487
8, 0.0007662221172637772
19, 0.0031375534568699117
18, 0.0025880138174911083
7, 0.0007435394214711031
13, 0.0015029482423623193
27, 0.003625576520908724
5, 0.00037461444755095143
12, 0.0009144486421792648
12, 0.0012540195149864778
6, 0.0005545576578248051
7, 0.0004333948055387938
7, 0.0005921471062919519
17, 0.0017883042898687008
9, 0.0008622156189739701
17, 0.0029787667487549047
6, 0.0009459595619398248
5, 0.0006346970937569852
14, 0.0012702750709148718
21, 0.003223547153134477
10, 0.0013537286946083045
21, 0.003013670872807484
13, 0.0012049984253758575
10, 0.0008049453804941822
13, 0.002157282166627256
6, 0.0003415969139178303
12, 0.0013493087944217161
10, 0.0009999012516625958
18, 0.002982896913236531
23, 0.002848832136457198
9, 0.0010997646323877026
7, 0.0005398195383730978
9, 0.0006967118282927373
13, 0.001779980117252033
8, 0.00045972148204454963
14, 0.0018986915598212474
8, 0.00037584813782258334
5, 0.00046897847955364646
30, 0.0052353439077560075
14, 0.002062721541045164
5, 0.0003163199704944373
27, 0.0035052998527621095
20, 0.002110626984493009
9, 0.0005909937686255768
3, 0.0001314003851098743
12, 0.0020770864250505396
8, 0.000769008454081304
25, 0.00451017191087089
19, 0.0017473133375242474
11, 0.0010272829082837481
37, 0.007269015538255189
14, 0.0014387565780572564
7, 0.0005598564284986284
11, 0.001443497805468915
23, 0.0030862575185777903
10, 0.0014502877897810303
22, 0.004184048669824579
10, 0.0011212586056593976
8, 0.0003872786871591181
9, 0.0009169633085778378
13, 0.0012170750979997732
6, 0.0003200370681262765
6, 0.0003437061861163355
17, 0.002326183832880777
12, 0.0010394723889723186
8, 0.0009719252562596071
8, 0.0011995721064224738
15, 0.0010866082244783948
9, 0.000919161875658899
9, 0.0008009444954715816
10, 0.0012994369652787104
15, 0.0012821535072203582
12, 0.001480314461685569
16, 0.0011176452075858927
10, 0.0008203440683988
11, 0.0012645091217198677
20, 0.0026869941107242634
10, 0.001020460767560102
9, 0.0009474603395667108
10, 0.0008785570113847308
14, 0.001319974974628182
16, 0.0024610681946236417
8, 0.0014127564609366621
6, 0.00045928330608765685
10, 0.0014241590451991681
24, 0.0030952295549644088
16, 0.0016699618277623888
4, 0.0003399509164373437
10, 0.0006303376776481662
5, 0.0005434061894966804
16, 0.0012264128317295002
8, 0.0004991672364912004
12, 0.0011436361306052815
8, 0.0007951121594916989
17, 0.0014286697472963327
6, 0.00045891306088433856
26, 0.0037101137175713163
9, 0.0012586573068311625
6, 0.0004090829254136954
13, 0.0017174280125854865
5, 0.0002986824567812023
12, 0.0014286855228936534
19, 0.0023862795288971707
25, 0.003882665753840992
7, 0.0004505820190686576
5, 0.00019343675248923654
16, 0.0018453656715923697
9, 0.0003645633982568185
19, 0.0018477269811734672
4, 0.00043484840893711957
10, 0.001290946924654572
4, 0.0001309297734454495
17, 0.001485570044076862
11, 0.0008056291175132378
10, 0.0004770640980065765
7, 0.0005176151286229271
10, 0.0008390357854693573
13, 0.001504463025214512
7, 0.0004455940803464052
6, 0.0003702187297981028
6, 0.00039280803285480283
17, 0.0015169924729649489
13, 0.001467647728253172
19, 0.002353434682188032
11, 0.0012803721960193857
4, 0.00018760801290230474
23, 0.003323683931715418
3, 7.967072576336347e-05
10, 0.0008754878172632517
7, 0.0007245595091032441
10, 0.0008305596830232174
9, 0.0010855212992852273
7, 0.0003940110978625184
4, 0.00010100499085040258
13, 0.0016137128502546141
17, 0.0026707975324494816
21, 0.0037121396817764297
11, 0.002019751194876729
15, 0.0014496659754241062
8, 0.0005989127501314983
6, 0.00019905342322628633
9, 0.0006863389024489153
8, 0.0007552132713441408
9, 0.0007031828721737722
10, 0.0009940299251167126
10, 0.0009098831251060401
9, 0.0006762970477690275
6, 0.0003966649759339385
12, 0.0010912567510274992
9, 0.0009551896997237939
13, 0.0011235366666986959
5, 0.0005892191960360504
19, 0.001603068859373943
7, 0.0005092171512976036
12, 0.0008586698205424077
11, 0.0008518874843998577
9, 0.000935574659510832
17, 0.0012445784022053288
7, 0.0003387884752959193
9, 0.0007006981424754028
13, 0.0009135976493122722
12, 0.002436403767708526
6, 0.00018080790287149876
15, 0.001094922172328064
5, 0.00016834176932564848
4, 0.00017584497429927866
8, 0.0005852083736987219
5, 0.0005134776701085933
5, 0.0002880919398858935
12, 0.001537569067867635
16, 0.0013407899816624883
10, 0.0007033715345010003
10, 0.000489319701869816
5, 0.00011165325032979769
4, 0.00043413853580820687
8, 0.000882542305002542
9, 0.0006351143525077577
18, 0.0014215618284587794
8, 0.0011290102025442483
8, 0.0005224935707080654
9, 0.0012310326199900822
5, 0.000313076098579701
12, 0.0014696161490109182
14, 0.0020510611976039686
10, 0.0010752016290401123
3, 4.125131533628009e-05
19, 0.003784507635503796
10, 0.001044301342289723
3, 0.00020647557312345976
11, 0.0009369283514722757
10, 0.0006344767258726826
18, 0.0018750992074939832
12, 0.0021617874947302516
12, 0.0009161500165170472
12, 0.0019704344402755695
7, 0.0007197128578018289
10, 0.002058166352553148
5, 0.00019053130115536347
7, 0.0007515986121706714
9, 0.0008534811606363507
10, 0.0011167366388756808
10, 0.0008004751561190485
15, 0.0010944539027086034
8, 0.0005844115215045063
4, 0.00019452335463871718
9, 0.0006234028298911007
13, 0.0025845596368138097
7, 0.00033967701098373186
13, 0.0011003006122845172
13, 0.001701161013607024
4, 0.0001915467593294202
7, 0.0003005840611738453
24, 0.002980840555172308
11, 0.0029298290790677846
4, 0.00025529138634966964
19, 0.0030484475626435326
14, 0.001849458711462762
8, 0.0005160151002322335
23, 0.002498432330154307
14, 0.001285145782614287
14, 0.0021004869629971472
8, 0.0004607058361256971
14, 0.001031475152254802
8, 0.0009728362178873044
12, 0.0007683228945907046
12, 0.002321753434781753
