Degree, Betweenness
7, 0.0015994391653869552
11, 0.0040193560717502385
4, 0.00023180312592998006
2, 5.099649567584274e-05
1, 0.0
4, 0.00014627451357292437
4, 0.00032103217155985325
13, 0.004667069082897805
14, 0.0036398984474684194
1, 0.0
8, 0.0007505669581614371
5, 0.0005268028573932902
2, 0.0007527623822210518
1, 0.0
3, 0.0004852182014794663
15, 0.005076941284730748
2, 4.5314038157722486e-05
2, 2.3220677433883045e-05
11, 0.0019488242240215967
12, 0.0024937571037472405
9, 0.001830637148895358
15, 0.003200947303848745
11, 0.001983286006197818
1, 0.0
2, 4.071538260923532e-05
3, 0.00010555113166676249
1, 0.0
2, 0.0007527623822210518
2, 0.0007527623822210518
6, 0.0007087341408359556
32, 0.02030762520112226
19, 0.007408267593513866
1, 0.0
1, 0.0
1, 0.0
3, 0.0008072676039018809
5, 0.0010321468285840675
13, 0.0034249284451167406
12, 0.004454834839861444
42, 0.0247685869895021
13, 0.004578625091455257
7, 0.002771650207754511
14, 0.0060160642203652345
9, 0.001456872592990037
13, 0.004590171366394475
7, 0.0009805661830869982
3, 0.00017193639745012286
1, 0.0
7, 0.0017451782755964957
7, 0.0009070374410433393
9, 0.002490160822472953
4, 0.00018237901399384692
13, 0.003105624245272581
4, 0.0004479201233702209
5, 0.0008271621901051217
11, 0.0025420951311310807
30, 0.014944173295630137
4, 0.0008970182643335062
25, 0.012265754661438324
6, 0.0010871169704495802
36, 0.024762877689470573
9, 0.0019866810562114605
17, 0.0031847734926106677
4, 0.00030048268647568427
9, 0.0028029205618293872
5, 0.001259289917264572
7, 0.001475581000362931
10, 0.002808562039087929
1, 0.0
1, 0.0
1, 0.0
2, 7.611781824224028e-05
17, 0.00607540488400564
4, 0.00041567423819086074
4, 0.00037546741864247614
12, 0.0034266840759577142
6, 0.0002500725520703624
23, 0.012157915946692138
1, 0.0
11, 0.0033186574578919384
3, 7.317346011298211e-05
2, 0.00021525414249945753
1, 0.0
2, 9.054923561391766e-05
12, 0.004146540622368409
10, 0.002091905070060842
3, 0.00012776623248003782
11, 0.002084297446561794
2, 0.0007527623822210518
3, 0.00020587165393574894
15, 0.004902116183825741
6, 0.001381209147217516
8, 0.002081729963621329
4, 0.0003524624602644018
11, 0.0028615459782658182
25, 0.010212846366571299
21, 0.010063941711185062
6, 0.0006710960508216065
10, 0.0023621623465716174
3, 0.000274615302950444
23, 0.011621714535499547
19, 0.006680178773296805
61, 0.05535936310858508
17, 0.0063947668616991665
11, 0.002907370358168698
2, 4.411243055087127e-05
2, 3.97501456792362e-05
1, 0.0
14, 0.004430741130626524
13, 0.0027300358571768295
51, 0.04471435596815428
2, 0.0007527623822210518
9, 0.0021923509911692934
6, 0.00045523270394620837
23, 0.012292723999832457
1, 0.0
1, 0.0
10, 0.0017200067793025
10, 0.004930606886892262
3, 0.0001432970561851899
7, 0.0016925700516690287
37, 0.02495589367674949
18, 0.004549918755248259
14, 0.0033859423204660654
14, 0.002894195940707129
6, 0.000854063923278949
1, 0.0
1, 0.0
1, 0.0
1, 0.0
1, 0.0
8, 0.001569639888189918
1, 0.0
3, 0.00022868987746364348
1, 0.0
3, 0.00026953171241905587
4, 0.000280409072593623
9, 0.002607503183256941
17, 0.006967030102568462
11, 0.003904655416718553
2, 5.053611733961544e-05
4, 0.0005004621821771599
1, 0.0
3, 7.014696688530513e-05
20, 0.007736933629026757
11, 0.0020218196720358235
1, 0.0
26, 0.009842905195849797
5, 0.0012912145961969889
16, 0.004875366773707334
1, 0.0
2, 3.004579628881078e-05
2, 7.672270561729693e-05
16, 0.004848522777299915
13, 0.0047956958032547995
5, 0.000365800426608773
11, 0.00345561015822493
27, 0.014199681209605497
5, 0.0009327250540663947
6, 0.0013365128228224321
2, 0.0001437263486587904
4, 0.0015582087458243308
5, 0.0006051420460232146
7, 0.0008276528837974065
3, 0.00014391875162269116
5, 0.0007010805545272815
3, 0.0001598769258918827
6, 0.0005875764367659905
2, 2.308083000490167e-05
51, 0.03797114905123609
19, 0.007075570274776606
9, 0.0013290955495241321
3, 0.0002980503888451784
34, 0.017415142197585783
2, 4.646963436137018e-05
9, 0.0015583869536984958
5, 0.0003189899704788047
4, 0.00022974904589131867
3, 0.0
3, 0.0001271518992450286
5, 0.0014076181608738312
14, 0.006139950394128881
16, 0.006996511983202793
12, 0.00463194366666078
3, 0.0001835169594325934
36, 0.01903330816330123
3, 0.00017962833380549633
3, 5.20497660636415e-05
23, 0.0102591920107225
7, 0.0011180776278817675
5, 0.00033254778321899686
2, 0.0007527623822210518
15, 0.0037990778529212507
11, 0.002813760485535203
8, 0.0014530637969075522
12, 0.0032346462845056364
22, 0.008643638105057331
19, 0.005132289090727586
10, 0.0026149194746087896
8, 0.001337664146284901
1, 0.0
3, 9.255489377056917e-05
11, 0.0032493676189079995
5, 0.0007968107585405711
18, 0.006912150106196012
22, 0.008461553066709647
14, 0.005123686065946523
20, 0.00868148012084186
6, 0.0006714271941453448
8, 0.0014728775625274157
21, 0.008676793180764038
23, 0.012903605009187089
9, 0.0022887891742516685
17, 0.004561115356326468
10, 0.001275570126244037
26, 0.008934138430150652
7, 0.0011783227133843554
19, 0.006030458579512519
2, 4.978133583841938e-05
2, 3.8903162770116264e-05
3, 0.0007897605790072959
8, 0.0017915320368482128
10, 0.0020871243899899345
5, 0.001319698933905307
4, 0.0004710323797561117
3, 6.758305369328579e-05
3, 0.00015892054697528202
3, 0.00011978854422465873
2, 8.173494897134482e-05
1, 0.0
12, 0.0029834019907285527
9, 0.002255193795844884
6, 0.0006049870660357657
21, 0.007549995065166137
2, 5.759072292998618e-05
1, 0.0
2, 8.232726784878695e-05
11, 0.003158664353070499
3, 0.0008051404197137438
4, 0.0006001647972419936
5, 0.0007248032912200089
5, 0.0011821882409987995
8, 0.001238463000472769
28, 0.012553241051842747
10, 0.0018889640871606478
12, 0.0030645050739252985
8, 0.0019305739323689911
29, 0.015294909059342117
18, 0.005722799865058917
13, 0.0038786436467903628
8, 0.0008748859237857606
5, 0.0008310159397087112
3, 3.108652237952536e-05
2, 5.3009604064108636e-05
6, 0.0010595147824985715
10, 0.001861527286023605
10, 0.0017112033031650023
3, 8.96698561662584e-05
3, 0.0001463146002397266
1, 0.0
21, 0.008370248889747313
11, 0.0012348241558000396
17, 0.006306964435444421
10, 0.00234469268945326
9, 0.002110601082632336
6, 0.0018084612727913504
10, 0.0014480911075674837
9, 0.0016967756363640526
7, 0.0013105686019574537
4, 0.00025047995703146434
4, 0.000242551707706938
8, 0.001674726421912203
6, 0.0015521185695289194
8, 0.0011242866867094505
2, 0.0022565235487352654
1, 0.0
9, 0.003303580264551963
10, 0.0032707883061097623
10, 0.003508306876610434
8, 0.003012445538694374
5, 0.0010925018952794865
4, 0.00019946728752763424
2, 8.606898790642919e-05
1, 0.0
2, 0.00012393624329486166
3, 0.00011027689514306797
12, 0.004897452839961688
3, 0.00010829166863426515
2, 4.291026056307383e-05
1, 0.0
6, 0.00023588714760389948
6, 0.0006931445301791727
6, 0.0008164882895171447
6, 0.0015846302085654655
3, 0.00013593856539093776
3, 0.0008886084931381646
6, 0.0005683874300285113
14, 0.005703641591635059
1, 0.0
11, 0.0037494147299926847
2, 0.00017347406097635687
5, 0.00047687454498387147
5, 0.0004570418959606534
5, 0.0006008862003283799
5, 0.0015160647943443489
2, 1.5602671102073457e-05
4, 0.00046114437130938556
9, 0.0023968758637072807
3, 0.000799947364010235
2, 2.131759893772352e-05
1, 0.0
29, 0.012367380782955153
14, 0.005382823712407523
12, 0.003568863621153251
13, 0.004938965908663047
2, 0.0
8, 0.0014388701707349937
12, 0.0017863487438096895
13, 0.004024626666726647
3, 0.00015517615551774777
4, 0.00025820589760816327
4, 0.00014680326874923845
19, 0.005722429928732323
4, 0.00022065026063614136
12, 0.002832292076229938
17, 0.0074177485884090585
3, 0.0001374092740670388
6, 0.0013142075885341402
6, 0.0004782555529869074
4, 0.0002638681750899046
5, 0.0004945123019313862
3, 8.714088950273224e-05
6, 0.0014684959722470713
3, 0.000973925338003831
1, 0.0
1, 0.0
1, 0.0
2, 1.9868500186957805e-05
1, 0.0
8, 0.0020539503456579195
18, 0.007462282699587986
18, 0.005625210247859232
1, 0.0
4, 0.00017870948006810234
4, 0.0002015615883790662
25, 0.011727326863186088
4, 0.0006946926747237127
1, 0.0
2, 0.0001058304066263088
7, 0.0010315714924129268
1, 0.0
3, 0.0002432205069506757
2, 3.6711551803625424e-05
2, 6.051824497982622e-05
7, 0.003301946835506714
4, 6.859012113773245e-05
5, 0.0008713736789899004
3, 0.00017885315835144811
2, 2.148271431154838e-05
3, 0.001505230831454122
5, 0.0009435408189404502
2, 6.349803442779458e-05
4, 0.0008984122016753597
4, 0.000930720368642702
12, 0.0030589729314376463
3, 0.0017216197879936005
13, 0.004693208452400101
16, 0.007162580171074883
13, 0.004003436877021508
1, 0.0
2, 1.8465569945842542e-05
2, 0.0005914531491740414
2, 0.00010339800510617574
20, 0.007843027543284233
2, 4.001008840581438e-05
5, 0.0017823478346680412
3, 0.0007878184434477585
4, 0.00029804956292413097
5, 0.00042465533327459
4, 0.00034073559682849764
1, 0.0
17, 0.0036342676145718145
12, 0.002618214216176425
19, 0.007736285720128964
4, 0.001054207843601332
13, 0.0032444996804867304
1, 0.0
1, 0.0
1, 0.0
1, 0.0
2, 0.0004775826405076378
2, 1.6560786818698795e-05
2, 7.837620489933969e-05
1, 0.0
1, 0.0
16, 0.005438102946995842
2, 2.3218825828518742e-05
3, 0.0007670420338333203
18, 0.006728210971951704
6, 0.0009733662980453837
9, 0.0019782815199853023
1, 0.0
32, 0.019845543856025816
14, 0.00443129072707198
3, 0.0004959398833117973
2, 7.198476788048525e-05
2, 4.8803196571668834e-05
