Degree, Betweenness
1, 0.0
21, 0.0018459436942620442
16, 0.0020775999996490062
1, 0.0
9, 0.0007521686992504293
17, 0.0014661025466057166
7, 0.00026776018180533676
6, 0.0005472944683661687
1, 0.0
8, 0.0005932189724077015
8, 0.0006246752507451089
15, 0.0008333241456684599
21, 0.0019455106158309976
12, 0.0013942162564595422
20, 0.0028649243782039495
15, 0.000887341076166684
4, 0.00018091733188089836
4, 0.0001939372589678796
6, 0.0002903062789709578
29, 0.006630266898716207
2, 0.0
5, 0.0001391997675575829
12, 0.00014387427819983865
14, 0.0006662052439924695
11, 0.0009449537495259613
21, 0.0015488371293121762
11, 5.236722571419238e-07
5, 0.00013349174564034058
4, 2.261182834747267e-05
8, 0.0003436720545397277
2, 1.8715383590301109e-06
3, 8.792237994478035e-05
8, 0.0006194550057343523
9, 0.0013778519644652085
35, 0.004699189905929775
31, 0.003038098802828604
3, 1.734961359870258e-05
10, 0.0009656676257400324
1, 0.0
1, 0.0
1, 0.0
1, 0.0
5, 0.00012395033203663856
5, 8.127206112159808e-05
16, 0.0009393553629974223
23, 0.001174306188430188
74, 0.01568056056055232
17, 0.0012322594104338686
8, 0.000695478737343998
28, 0.0037445480030446703
22, 0.0017000505888272765
14, 0.001716285062304871
9, 0.00047364758611935124
5, 0.00020890070977236998
5, 0.00017059644063273515
14, 0.0023212403602853645
9, 0.0002764783765693959
15, 0.0029890331065806682
10, 0.00011751265799301805
5, 6.671381279870068e-05
15, 0.0011064077918715388
5, 8.591646801649516e-05
8, 0.0003458981135972191
18, 0.002589045102817561
64, 0.014576826015207014
10, 0.0007493139853602027
48, 0.006196232017687037
27, 0.002815827634596692
65, 0.008399260924701132
22, 0.001134094140681636
30, 0.004146791385877968
5, 7.09532429285939e-05
9, 0.0005079915806418195
7, 0.0009193346789183206
7, 0.00034909167617315636
12, 0.0017144533829396395
1, 0.0
1, 0.0
2, 0.0004129026177016074
1, 0.0
4, 6.0954013219827644e-05
31, 0.002870742504831416
1, 0.0
13, 0.0007699889622366221
4, 0.0
19, 0.0028435325211232944
40, 0.006799340490109498
26, 0.002990235586355804
1, 0.0
2, 0.00041290261770160735
26, 0.003437523963604825
1, 0.0
17, 0.0004987844085343
12, 0.0014679289476036907
10, 0.002201435160471782
1, 0.0
2, 0.0004129026177016074
31, 0.001913841632829886
12, 0.00020790802090492422
7, 5.22066703341449e-05
13, 0.0008582552455780053
10, 0.00037986441794505546
1, 0.0
4, 0.0007131358053537133
24, 0.0032314941099177243
15, 0.0022338044302105528
10, 0.0005603079717882209
1, 0.0
12, 0.0006513714576532441
4, 1.0264053701337696e-06
12, 0.0003018051103384599
39, 0.004480827906286481
25, 0.00117523204627543
11, 0.0031416146447233477
14, 0.0009658419011318625
7, 0.0002820781759485601
26, 0.0045327639424048265
43, 0.00836622027837297
197, 0.07548468729597967
19, 0.0006732570342974092
19, 0.0028039087040617394
2, 6.617659711341476e-06
8, 0.0006466413777719684
4, 0.00012653941860188544
22, 0.0027051621434128524
16, 0.0016964171673526994
2, 0.0
2, 0.0
65, 0.012645292589646308
3, 4.4831514163272795e-05
18, 0.0009927829585431734
10, 0.0010466432122251653
5, 0.00012534427092681237
8, 0.000586926683718464
11, 0.001492738166253984
61, 0.013499568047871878
17, 0.0019091260933688564
1, 0.0
2, 1.624673561042512e-05
3, 8.425523975440882e-05
1, 0.0
1, 0.0
4, 0.0004615243751990011
1, 0.0
6, 0.00023065635637048806
5, 0.0007665174736340396
9, 0.0006154285309795376
7, 0.001156173404818455
3, 0.0003016453838750999
1, 0.0
10, 0.0007530562800081785
6, 0.0002565942915435429
13, 0.0009828991928304768
9, 0.00042714654066781563
1, 0.0
35, 0.006530966040641378
9, 0.0006602826378141243
3, 0.000592877603598783
13, 0.0011520278494591145
5, 0.0008609046011392957
11, 0.001497960919164137
22, 0.0012873456648846524
14, 0.0010339921151468815
4, 0.0006247042700461012
3, 6.749964305777315e-05
2, 2.9206147422474735e-05
70, 0.016592003539948132
57, 0.011255760011466385
30, 0.004477077125925935
20, 0.0017603002403622017
23, 0.003673460323016899
4, 0.0005309239870903227
3, 0.0004954340919128121
3, 8.089228215026661e-05
1, 0.0
1, 0.0
14, 0.0010611732389606008
2, 0.0002186397180782979
8, 0.00020170483596887432
5, 0.0010570306883763527
9, 0.0017281122540553746
11, 0.0009922154025738489
39, 0.007728788294540034
42, 0.008098220988175257
17, 0.001406921288467307
5, 0.0001987746558833567
15, 0.0009373369697189421
8, 0.0004749388697835495
7, 0.0002304945294957731
5, 9.036061871375362e-05
4, 0.0008935592563889348
2, 9.399027493743552e-06
6, 0.00022993221857120356
11, 0.00016409838463330941
2, 0.0
6, 0.00020714454645676664
8, 0.00030421352800856163
6, 0.00011441998980037793
1, 0.0
3, 2.8731980318003796e-05
36, 0.004009878964134095
20, 0.0010624731117608612
1, 0.0
6, 0.00044702781438183726
4, 0.00018564559205087227
38, 0.005716720719391681
5, 6.517492496963872e-05
2, 4.129472148852011e-05
4, 7.506354710123928e-05
1, 0.0
19, 0.0016618793825539334
8, 0.00023370319810406547
1, 0.0
25, 0.002462229420553367
7, 0.00010268268479631686
14, 0.0013320386964352422
1, 0.0
1, 0.0
2, 3.770549018478966e-05
2, 4.1525072862446924e-05
5, 0.0002622272128706539
3, 3.426621462096522e-05
23, 0.002557012597371486
4, 0.0004744291218805278
6, 0.0008673047888548839
2, 4.808494832902316e-06
1, 0.0
7, 0.00014256902495183497
1, 0.0
3, 3.5119071335390876e-05
43, 0.006306890078635666
1, 0.0
1, 0.0
6, 0.0005973443823967932
15, 0.0016499831354298605
22, 0.004406246154022214
25, 0.0028203713727497823
2, 5.770653063119411e-05
13, 0.0015907456865463863
1, 0.0
1, 0.0
3, 7.724434626677275e-05
1, 0.0
1, 0.0
2, 9.786473993299025e-06
16, 0.0003999609331411764
7, 0.0006058432010773464
8, 0.0006010461858386056
3, 9.441945441691381e-05
6, 0.00040673267446679587
2, 0.0004129026177016074
6, 0.00011406539406478007
26, 0.004448400199581154
25, 0.0016089091664950113
3, 3.741851315781959e-05
12, 0.0003878727832976867
3, 9.944752341261858e-05
9, 0.0010183709910837142
10, 0.0008739924438725188
5, 0.0004928680468114078
4, 0.0003091131029550947
15, 0.0013614019711109743
16, 0.0009855953949705395
7, 0.00048375490430811665
1, 0.0
7, 0.0005327613461176498
22, 0.0019175372308064644
1, 0.0
2, 0.0
34, 0.004587339101978033
1, 0.0
17, 0.0012917135726269893
13, 0.0005623004488522256
5, 3.7989565599207225e-05
14, 0.0009228559098733851
42, 0.005184289153391897
7, 0.0001015327914180901
35, 0.005519848332301858
2, 0.0
7, 0.0009451726680220812
